"sys_RespNum",Task,Concept,"Brand:","Performance:","Price:",Response
16,11,4,0,0,0,0
16,12,1,1,2,1,1
16,12,2,3,3,1,0
16,12,3,3,1,3,0
16,12,4,0,0,0,0
16,13,1,4,1,2,1
16,13,2,4,2,3,0
16,13,3,2,1,1,0
16,13,4,0,0,0,0
16,14,1,2,1,1,0
16,14,2,1,2,3,0
16,14,3,4,3,4,0
16,14,4,0,0,0,1
16,15,1,3,3,4,0
16,15,2,4,3,2,0
16,15,3,3,2,2,1
16,15,4,0,0,0,0
16,16,1,1,1,2,0
16,16,2,2,2,4,0
16,16,3,1,3,3,1
16,16,4,0,0,0,0
16,17,1,2,1,1,0
16,17,2,2,3,3,1
16,17,3,3,2,3,0
16,17,4,0,0,0,0
17,0,1,1,3,4,0
17,0,2,4,2,2,1
17,0,3,2,1,3,0
17,0,4,0,0,0,0
17,1,1,2,1,3,1
17,1,2,3,2,2,0
17,1,3,1,3,4,0
17,1,4,0,0,0,0
17,3,1,4,1,3,0
17,3,2,3,2,2,1
17,3,3,1,3,1,0
17,3,4,0,0,0,0
17,4,1,2,1,2,1
17,4,2,1,2,4,0
17,4,3,3,3,4,0
17,4,4,0,0,0,0
17,5,1,2,2,1,0
17,5,2,4,3,3,0
17,5,3,3,1,1,0
17,5,4,0,0,0,1
17,6,1,1,1,3,0
17,6,2,3,2,2,0
17,6,3,2,3,4,1
17,6,4,0,0,0,0
17,7,1,4,1,4,1
17,7,2,4,2,1,0
17,7,3,2,3,2,0
17,7,4,0,0,0,0
17,8,1,1,1,4,0
17,8,2,4,3,2,0
17,8,3,3,2,3,0
17,8,4,0,0,0,1
17,9,1,4,1,2,1
17,9,2,2,2,3,0
17,9,3,1,3,4,0
17,9,4,0,0,0,0
17,10,1,2,1,1,0
17,10,2,4,2,1,1
17,10,3,1,3,3,0
17,10,4,0,0,0,0
17,11,1,3,3,3,1
17,11,2,3,1,1,0
17,11,3,2,2,4,0
17,11,4,0,0,0,0
17,12,1,4,3,1,0
17,12,2,3,1,2,0
17,12,3,1,2,1,1
17,12,4,0,0,0,0
17,13,1,1,1,3,1
17,13,2,1,3,2,0
17,13,3,2,2,4,0
17,13,4,0,0,0,0
17,14,1,2,1,1,0
17,14,2,3,2,3,0
17,14,3,4,3,4,1
17,14,4,0,0,0,0
17,15,1,2,3,2,0
17,15,2,4,1,4,1
17,15,3,1,2,2,0
17,15,4,0,0,0,0
17,16,1,4,2,2,0
17,16,2,1,3,3,0
17,16,3,3,1,3,1
17,16,4,0,0,0,0
17,17,1,2,2,3,1
17,17,2,3,3,1,0
17,17,3,4,1,4,0
17,17,4,0,0,0,0
18,0,1,1,3,4,0
18,0,2,4,2,2,0
18,0,3,2,1,3,0
18,0,4,0,0,0,1
18,1,1,2,1,3,0
18,1,2,3,2,2,0
18,1,3,1,3,4,1
18,1,4,0,0,0,0
18,3,1,2,3,4,0
18,3,2,3,2,1,0
18,3,3,4,1,4,0
18,3,4,0,0,0,1
18,4,1,1,2,3,0
18,4,2,1,3,2,1
18,4,3,4,1,1,0
18,4,4,0,0,0,0
18,5,1,2,1,2,1
18,5,2,3,3,3,0
18,5,3,4,2,2,0
18,5,4,0,0,0,0
18,6,1,3,3,4,0
18,6,2,1,2,1,1
18,6,3,2,1,1,0
18,6,4,0,0,0,0
18,7,1,4,2,4,0
18,7,2,2,3,2,1
18,7,3,3,1,3,0
18,7,4,0,0,0,0
18,8,1,3,3,1,0
18,8,2,4,1,3,0
18,8,3,1,1,4,0
18,8,4,0,0,0,1
18,9,1,2,2,4,0
18,9,2,2,3,3,0
18,9,3,3,2,2,0
18,9,4,0,0,0,1
18,10,1,4,3,1,0
18,10,2,3,1,2,0
18,10,3,1,1,3,0
18,10,4,0,0,0,1
18,11,1,4,3,3,0
18,11,2,2,2,1,0
18,11,3,1,2,2,0
18,11,4,0,0,0,1
18,12,1,1,1,4,0
18,12,2,2,2,3,1
18,12,3,3,3,4,0
18,12,4,0,0,0,0
18,13,1,3,1,2,0
18,13,2,1,3,1,0
18,13,3,4,2,4,1
18,13,4,0,0,0,0
18,14,1,1,3,2,0
18,14,2,2,1,1,1
18,14,3,4,2,3,0
18,14,4,0,0,0,0
18,15,1,4,2,1,0
18,15,2,2,3,2,0
18,15,3,3,1,4,1
18,15,4,0,0,0,0
18,16,1,4,1,3,0
18,16,2,1,3,3,0
18,16,3,3,2,1,1
18,16,4,0,0,0,0
18,17,1,1,2,2,1
18,17,2,4,1,1,0
18,17,3,2,3,4,0
18,17,4,0,0,0,0
19,0,1,1,3,4,0
19,0,2,4,2,2,1
19,0,3,2,1,3,0
19,0,4,0,0,0,0
19,1,1,2,1,3,0
19,1,2,3,2,2,0
19,1,3,1,3,4,1
19,1,4,0,0,0,0
19,3,1,4,3,3,0
19,3,2,3,2,3,1
19,3,3,2,1,2,0
19,3,4,0,0,0,0
19,4,1,4,1,1,0
19,4,2,3,3,2,1
19,4,3,1,2,4,0
19,4,4,0,0,0,0
19,5,1,3,1,1,0
19,5,2,2,2,4,0
19,5,3,1,3,3,1
19,5,4,0,0,0,0
19,6,1,2,3,4,1
19,6,2,1,1,2,0
19,6,3,4,2,1,0
19,6,4,0,0,0,0
19,7,1,2,1,3,0
19,7,2,3,3,2,1
19,7,3,1,2,1,0
19,7,4,0,0,0,0
19,8,1,4,1,4,0
19,8,2,3,3,3,0
19,8,3,4,2,2,0
19,8,4,0,0,0,1
19,9,1,4,1,4,0
19,9,2,1,3,1,0
19,9,3,2,2,4,1
19,9,4,0,0,0,0
19,10,1,2,1,2,1
19,10,2,1,2,3,0
19,10,3,2,3,1,0
19,10,4,0,0,0,0
19,11,1,3,2,4,0
19,11,2,3,3,1,0
19,11,3,4,1,3,0
19,11,4,0,0,0,1
19,12,1,1,1,3,0
19,12,2,1,3,4,0
19,12,3,3,2,2,1
19,12,4,0,0,0,0
19,13,1,4,2,3,0
19,13,2,1,1,2,0
19,13,3,2,3,1,0
19,13,4,0,0,0,1
19,14,1,3,1,1,0
19,14,2,4,3,4,0
19,14,3,4,2,2,0
19,14,4,0,0,0,1
19,15,1,4,3,4,0
19,15,2,3,1,3,1
19,15,3,2,2,2,0
19,15,4,0,0,0,0
19,16,1,1,1,4,0
19,16,2,2,1,1,0
19,16,3,1,2,1,1
19,16,4,0,0,0,0
19,17,1,3,2,4,0
19,17,2,2,3,2,0
19,17,3,1,3,2,1
19,17,4,0,0,0,0
20,0,1,1,3,4,0
20,0,2,4,2,2,1
20,0,3,2,1,3,0
20,0,4,0,0,0,0
20,1,1,2,1,3,0
20,1,2,3,2,2,0
20,1,3,1,3,4,1
20,1,4,0,0,0,0
20,3,1,3,1,1,0
20,3,2,2,2,3,0
20,3,3,4,3,3,0
20,3,4,0,0,0,1
20,4,1,1,1,2,0
20,4,2,4,3,1,0
20,4,3,2,2,4,0
20,4,4,0,0,0,1
20,5,1,3,1,4,1
20,5,2,1,3,2,0
20,5,3,4,2,1,0
20,5,4,0,0,0,0
20,6,1,3,3,4,1
20,6,2,3,2,2,0
20,6,3,2,1,3,0
20,6,4,0,0,0,0
20,7,1,2,3,1,0
20,7,2,1,1,2,0
20,7,3,1,2,4,1
20,7,4,0,0,0,0
20,8,1,4,2,2,1
20,8,2,3,3,3,0
20,8,3,1,1,1,0
20,8,4,0,0,0,0
20,9,1,4,2,4,1
20,9,2,3,1,3,0
20,9,3,2,3,2,0
20,9,4,0,0,0,0
20,10,1,4,1,1,1
20,10,2,1,3,4,0
20,10,3,1,2,3,0
20,10,4,0,0,0,0
20,11,1,3,3,2,0
20,11,2,2,1,4,0
20,11,3,1,2,1,1
20,11,4,0,0,0,0
20,12,1,2,3,3,0
20,12,2,3,2,2,1
20,12,3,4,1,3,0
20,12,4,0,0,0,0
20,13,1,3,2,1,0
20,13,2,2,3,1,0
20,13,3,4,1,4,0
20,13,4,0,0,0,1
20,14,1,4,3,2,1
20,14,2,2,2,3,0
20,14,3,2,1,4,0
20,14,4,0,0,0,0
20,15,1,3,2,4,0
20,15,2,1,1,1,0
20,15,3,4,1,2,0
20,15,4,0,0,0,1
20,16,1,1,3,4,0
20,16,2,3,1,3,0
20,16,3,2,3,1,0
20,16,4,0,0,0,1
20,17,1,4,3,1,1
20,17,2,1,2,3,0
20,17,3,2,1,2,0
20,17,4,0,0,0,0
21,0,1,1,3,4,0
21,0,2,4,2,2,0
21,0,3,2,1,3,1
21,0,4,0,0,0,0
21,1,1,2,1,3,0
21,1,2,3,2,2,0
21,1,3,1,3,4,0
21,1,4,0,0,0,1
21,3,1,4,3,1,0
21,3,2,2,2,3,0
21,3,3,1,1,2,0
21,3,4,0,0,0,1
21,4,1,1,1,1,0
21,4,2,3,2,2,0
21,4,3,3,3,4,1
21,4,4,0,0,0,0
21,5,1,4,3,2,0
21,5,2,1,3,3,0
21,5,3,2,1,4,0
21,5,4,0,0,0,1
21,6,1,2,2,1,1
21,6,2,4,1,3,0
21,6,3,1,2,3,0
21,6,4,0,0,0,0
21,7,1,3,2,4,0
21,7,2,1,1,4,1
21,7,3,2,3,1,0
21,7,4,0,0,0,0
21,8,1,4,3,3,0
21,8,2,3,1,1,0
21,8,3,2,2,2,1
21,8,4,0,0,0,0
21,9,1,2,3,2,1
21,9,2,3,2,1,0
21,9,3,4,1,4,0
21,9,4,0,0,0,0
21,10,1,3,1,2,0
21,10,2,3,3,3,1
21,10,3,1,2,4,0
21,10,4,0,0,0,0
21,11,1,4,2,3,0
21,11,2,1,3,2,0
21,11,3,2,1,2,1
21,11,4,0,0,0,0
21,12,1,4,1,1,0
21,12,2,2,3,1,0
21,12,3,4,2,4,0
21,12,4,0,0,0,1
21,13,1,4,3,2,0
21,13,2,1,2,4,0
21,13,3,2,1,3,1
21,13,4,0,0,0,0
21,14,1,4,2,4,1
21,14,2,3,1,3,0
21,14,3,1,3,1,0
21,14,4,0,0,0,0
21,15,1,1,3,4,0
21,15,2,3,2,2,0
21,15,3,2,1,1,0
21,15,4,0,0,0,1
21,16,1,2,3,3,0
21,16,2,3,2,1,0
21,16,3,1,1,2,0
21,16,4,0,0,0,1
21,17,1,3,1,3,1
21,17,2,4,2,1,0
21,17,3,2,3,4,0
21,17,4,0,0,0,0
22,0,1,1,3,4,0
22,0,2,4,2,2,0
22,0,3,2,1,3,1
22,0,4,0,0,0,0
22,1,1,2,1,3,1
22,1,2,3,2,2,0
22,1,3,1,3,4,0
22,1,4,0,0,0,0
22,3,1,3,3,3,0
22,3,2,4,2,1,0
22,3,3,1,1,4,0
22,3,4,0,0,0,1
22,4,1,4,3,4,0
22,4,2,2,1,2,0
22,4,3,1,2,1,1
22,4,4,0,0,0,0
22,5,1,1,3,2,0
22,5,2,3,1,1,0
22,5,3,2,2,3,1
22,5,4,0,0,0,0
22,6,1,3,1,2,0
22,6,2,2,2,4,0
22,6,3,4,3,3,0
22,6,4,0,0,0,1
22,7,1,1,1,3,0
22,7,2,4,2,1,0
22,7,3,3,3,4,0
22,7,4,0,0,0,1
22,8,1,2,3,1,1
22,8,2,3,1,4,0
22,8,3,4,2,2,0
22,8,4,0,0,0,0
22,9,1,2,1,1,0
22,9,2,4,3,3,0
22,9,3,2,2,2,1
22,9,4,0,0,0,0
22,10,1,1,3,3,0
22,10,2,2,1,3,0
22,10,3,1,2,2,0
22,10,4,0,0,0,1
22,11,1,1,1,4,0
22,11,2,3,3,4,0
22,11,3,3,2,1,1
22,11,4,0,0,0,0
22,12,1,1,2,3,0
22,12,2,2,3,2,0
22,12,3,4,1,2,0
22,12,4,0,0,0,1
22,13,1,4,3,1,0
22,13,2,2,2,4,1
22,13,3,3,2,3,0
22,13,4,0,0,0,0
22,14,1,1,3,4,1
22,14,2,4,1,4,0
22,14,3,4,1,1,0
22,14,4,0,0,0,0
22,15,1,4,1,3,0
22,15,2,1,1,1,0
22,15,3,3,3,2,1
22,15,4,0,0,0,0
22,16,1,1,3,1,0
22,16,2,2,3,2,1
22,16,3,3,2,2,0
22,16,4,0,0,0,0
22,17,1,3,2,1,0
22,17,2,1,2,4,1
22,17,3,2,1,4,0
22,17,4,0,0,0,0
23,0,1,1,3,4,0
23,0,2,4,2,2,0
23,0,3,2,1,3,0
23,0,4,0,0,0,1
23,1,1,2,1,3,1
23,1,2,3,2,2,0
23,1,3,1,3,4,0
23,1,4,0,0,0,0
23,3,1,4,3,3,0
23,3,2,3,1,4,1
23,3,3,2,2,4,0
23,3,4,0,0,0,0
23,4,1,4,3,1,0
23,4,2,1,2,3,1
23,4,3,1,1,2,0
23,4,4,0,0,0,0
23,5,1,3,2,1,0
23,5,2,1,3,4,1
23,5,3,2,1,2,0
23,5,4,0,0,0,0
23,6,1,3,2,1,0
23,6,2,2,3,3,0
23,6,3,4,1,3,1
23,6,4,0,0,0,0
23,7,1,1,2,2,0
23,7,2,4,1,1,0
23,7,3,3,3,2,1
23,7,4,0,0,0,0
23,8,1,4,2,4,1
23,8,2,1,1,1,0
23,8,3,2,3,2,0
23,8,4,0,0,0,0
23,9,1,3,1,3,1
23,9,2,1,3,4,0
23,9,3,2,2,3,0
23,9,4,0,0,0,0
23,10,1,2,1,1,0
23,10,2,4,2,1,0
23,10,3,3,3,4,0
23,10,4,0,0,0,1
23,11,1,3,1,3,0
23,11,2,1,2,2,0
23,11,3,4,1,4,1
23,11,4,0,0,0,0
23,12,1,4,3,1,0
23,12,2,2,2,3,1
23,12,3,3,3,2,0
23,12,4,0,0,0,0
23,13,1,2,3,4,1
23,13,2,2,1,2,0
23,13,3,4,2,2,0
23,13,4,0,0,0,0
23,14,1,1,1,1,0
23,14,2,4,1,4,0
23,14,3,1,3,3,1
23,14,4,0,0,0,0
23,15,1,3,2,4,0
23,15,2,3,2,3,1
23,15,3,4,3,2,0
23,15,4,0,0,0,0
23,16,1,2,2,2,0
23,16,2,1,1,3,0
23,16,3,3,2,1,0
23,16,4,0,0,0,1
23,17,1,1,3,4,0
23,17,2,2,3,1,1
23,17,3,2,1,4,0
23,17,4,0,0,0,0
24,0,1,1,3,4,0
24,0,2,4,2,2,0
24,0,3,2,1,3,0
24,0,4,0,0,0,1
24,1,1,2,1,3,0
24,1,2,3,2,2,0
24,1,3,1,3,4,0
24,1,4,0,0,0,1
24,3,1,3,1,2,0
24,3,2,2,3,1,1
24,3,3,4,1,3,0
24,3,4,0,0,0,0
24,4,1,2,2,2,0
24,4,2,1,2,4,1
24,4,3,4,3,1,0
24,4,4,0,0,0,0
24,5,1,3,2,4,0
24,5,2,1,3,2,1
24,5,3,4,2,3,0
24,5,4,0,0,0,0
24,6,1,2,1,4,0
24,6,2,3,1,1,0
24,6,3,1,1,3,1
24,6,4,0,0,0,0
24,7,1,4,3,2,0
24,7,2,3,3,4,0
24,7,3,1,2,3,0
24,7,4,0,0,0,1
24,8,1,3,3,1,0
24,8,2,2,1,4,0
24,8,3,2,2,2,1
24,8,4,0,0,0,0
24,9,1,4,1,1,0
24,9,2,1,3,1,0
24,9,3,1,2,3,0
24,9,4,0,0,0,1
24,10,1,3,2,2,0
24,10,2,2,3,3,1
24,10,3,1,1,2,0
24,10,4,0,0,0,0
24,11,1,3,1,4,0
24,11,2,2,3,3,0
24,11,3,4,2,4,0
24,11,4,0,0,0,1
24,12,1,4,2,1,0
24,12,2,2,1,2,0
24,12,3,4,3,4,0
24,12,4,0,0,0,1
24,13,1,3,3,3,0
24,13,2,1,2,1,1
24,13,3,4,1,4,0
24,13,4,0,0,0,0
24,14,1,1,1,2,0
24,14,2,3,3,3,0
24,14,3,2,2,1,0
24,14,4,0,0,0,1
24,15,1,3,1,1,1
24,15,2,4,2,2,0
24,15,3,1,3,4,0
24,15,4,0,0,0,0
24,16,1,4,3,2,0
24,16,2,2,2,3,0
24,16,3,2,1,1,1
24,16,4,0,0,0,0
24,17,1,1,1,3,0
24,17,2,3,3,2,1
24,17,3,3,2,1,0
24,17,4,0,0,0,0
25,0,1,1,3,4,1
25,0,2,4,2,2,0
25,0,3,2,1,3,0
25,0,4,0,0,0,0
25,1,1,2,1,3,0
25,1,2,3,2,2,0
25,1,3,1,3,4,0
25,1,4,0,0,0,1
25,3,1,4,2,2,0
25,3,2,3,3,3,1
25,3,3,1,1,4,0
25,3,4,0,0,0,0
25,4,1,2,1,1,0
25,4,2,3,1,3,1
25,4,3,2,3,4,0
25,4,4,0,0,0,0
25,5,1,1,3,2,0
25,5,2,4,1,1,0
25,5,3,2,2,3,0
25,5,4,0,0,0,1
25,6,1,4,3,2,0
25,6,2,1,2,4,0
25,6,3,3,2,1,1
25,6,4,0,0,0,0
25,7,1,1,3,3,1
25,7,2,4,2,4,0
25,7,3,3,1,2,0
25,7,4,0,0,0,0
25,8,1,2,3,4,1
25,8,2,4,1,3,0
25,8,3,3,2,2,0
25,8,4,0,0,0,0
25,9,1,1,2,1,0
25,9,2,2,1,2,1
25,9,3,2,3,1,0
25,9,4,0,0,0,0
25,10,1,4,2,3,0
25,10,2,3,3,1,0
25,10,3,1,1,2,1
25,10,4,0,0,0,0
25,11,1,2,3,1,0
25,11,2,4,1,4,1
25,11,3,3,2,4,0
25,11,4,0,0,0,0
25,12,1,2,2,3,0
25,12,2,3,1,4,0
25,12,3,1,3,1,0
25,12,4,0,0,0,1
25,13,1,1,1,3,0
25,13,2,1,2,4,0
25,13,3,3,3,2,1
25,13,4,0,0,0,0
25,14,1,4,1,1,0
25,14,2,1,2,2,0
25,14,3,4,3,3,1
25,14,4,0,0,0,0
25,15,1,3,3,4,0
25,15,2,1,1,3,0
25,15,3,2,2,2,0
25,15,4,0,0,0,1
25,16,1,2,1,4,0
25,16,2,4,3,1,1
25,16,3,4,2,1,0
25,16,4,0,0,0,0
25,17,1,4,3,2,1
25,17,2,2,3,3,0
25,17,3,3,1,1,0
25,17,4,0,0,0,0
26,0,1,1,3,4,0
26,0,2,4,2,2,0
26,0,3,2,1,3,0
26,0,4,0,0,0,1
26,1,1,2,1,3,0
26,1,2,3,2,2,0
26,1,3,1,3,4,0
26,1,4,0,0,0,1
26,3,1,2,2,3,0
26,3,2,4,1,4,0
26,3,3,3,3,3,1
26,3,4,0,0,0,0
26,4,1,3,2,4,1
26,4,2,1,1,2,0
26,4,3,2,3,4,0
26,4,4,0,0,0,0
26,5,1,4,2,1,0
26,5,2,3,1,2,1
26,5,3,1,3,1,0
26,5,4,0,0,0,0
26,6,1,4,2,3,0
26,6,2,2,3,2,0
26,6,3,2,1,1,0
26,6,4,0,0,0,1
26,7,1,1,2,2,0
26,7,2,4,3,2,0
26,7,3,3,1,3,0
26,7,4,0,0,0,1
26,8,1,1,1,3,0
26,8,2,1,2,4,0
26,8,3,3,3,1,0
26,8,4,0,0,0,1
26,9,1,2,3,2,0
26,9,2,4,1,1,1
26,9,3,3,2,4,0
26,9,4,0,0,0,0
26,10,1,1,2,1,0
26,10,2,2,1,4,0
26,10,3,4,3,3,1
26,10,4,0,0,0,0
26,11,1,3,1,2,1
26,11,2,1,3,3,0
26,11,3,3,2,1,0
26,11,4,0,0,0,0
26,12,1,2,1,3,0
26,12,2,4,2,4,0
26,12,3,2,3,1,0
26,12,4,0,0,0,1
26,13,1,1,3,4,0
26,13,2,2,2,2,1
26,13,3,4,1,3,0
26,13,4,0,0,0,0
26,14,1,3,1,1,0
26,14,2,4,2,1,0
26,14,3,1,3,4,0
26,14,4,0,0,0,1
26,15,1,3,2,2,0
26,15,2,2,3,1,0
26,15,3,4,1,4,1
26,15,4,0,0,0,0
26,16,1,3,1,3,1
26,16,2,1,3,2,0
26,16,3,4,3,4,0
26,16,4,0,0,0,0
26,17,1,1,2,2,0
26,17,2,2,2,1,0
26,17,3,2,3,3,0
26,17,4,0,0,0,1
27,0,1,1,3,4,0
27,0,2,4,2,2,0
27,0,3,2,1,3,1
27,0,4,0,0,0,0
27,1,1,2,1,3,1
27,1,2,3,2,2,0
27,1,3,1,3,4,0
27,1,4,0,0,0,0
27,3,1,2,2,4,0
27,3,2,4,1,3,1
27,3,3,1,3,2,0
27,3,4,0,0,0,0
27,4,1,2,3,4,1
27,4,2,1,2,3,0
27,4,3,3,1,1,0
27,4,4,0,0,0,0
27,5,1,3,3,2,0
27,5,2,2,2,1,1
27,5,3,4,3,2,0
27,5,4,0,0,0,0
27,6,1,4,2,3,1
27,6,2,2,1,2,0
27,6,3,1,1,4,0
27,6,4,0,0,0,0
27,7,1,1,3,3,1
27,7,2,3,2,4,0
27,7,3,4,1,1,0
27,7,4,0,0,0,0
27,8,1,1,2,2,0
27,8,2,3,1,3,1
27,8,3,3,3,1,0
27,8,4,0,0,0,0
27,9,1,1,1,1,0
27,9,2,2,1,4,0
27,9,3,4,3,4,1
27,9,4,0,0,0,0
27,10,1,2,3,3,0
27,10,2,4,2,4,1
27,10,3,3,2,1,0
27,10,4,0,0,0,0
27,11,1,4,1,2,0
27,11,2,2,2,2,0
27,11,3,1,3,4,1
27,11,4,0,0,0,0
27,12,1,2,3,1,0
27,12,2,4,2,3,0
27,12,3,1,1,3,1
27,12,4,0,0,0,0
27,13,1,1,1,2,1
27,13,2,3,1,1,0
27,13,3,3,3,3,0
27,13,4,0,0,0,0
27,14,1,4,2,1,0
27,14,2,3,3,4,0
27,14,3,2,2,2,1
27,14,4,0,0,0,0
27,15,1,4,3,3,0
27,15,2,1,2,1,0
27,15,3,3,2,2,0
27,15,4,0,0,0,1
27,16,1,1,3,1,1
27,16,2,4,3,4,0
27,16,3,2,1,3,0
27,16,4,0,0,0,0
27,17,1,2,1,4,0
27,17,2,3,3,2,1
27,17,3,3,1,4,0
27,17,4,0,0,0,0
28,0,1,1,3,4,0
28,0,2,4,2,2,0
28,0,3,2,1,3,1
28,0,4,0,0,0,0
28,1,1,2,1,3,0
28,1,2,3,2,2,0
28,1,3,1,3,4,1
28,1,4,0,0,0,0
28,3,1,2,3,1,0
28,3,2,1,2,2,0
28,3,3,3,1,4,0
28,3,4,0,0,0,1
28,4,1,3,2,1,0
28,4,2,1,1,3,0
28,4,3,4,3,4,0
28,4,4,0,0,0,1
28,5,1,4,2,3,0
28,5,2,4,1,2,0
28,5,3,2,2,4,1
28,5,4,0,0,0,0
28,6,1,2,1,2,0
28,6,2,1,3,1,1
28,6,3,3,2,3,0
28,6,4,0,0,0,0
28,7,1,3,3,4,0
28,7,2,2,3,3,0
28,7,3,4,1,1,0
28,7,4,0,0,0,1
28,8,1,3,1,1,1
28,8,2,1,2,2,0
28,8,3,2,3,2,0
28,8,4,0,0,0,0
28,9,1,1,1,2,0
28,9,2,3,3,3,0
28,9,3,4,3,4,0
28,9,4,0,0,0,1
28,10,1,4,2,1,0
28,10,2,1,2,3,0
28,10,3,3,1,4,1
28,10,4,0,0,0,0
28,11,1,2,1,4,1
28,11,2,1,2,1,0
28,11,3,2,1,3,0
28,11,4,0,0,0,0
28,12,1,3,3,2,0
28,12,2,4,3,2,0
28,12,3,2,2,1,1
28,12,4,0,0,0,0
28,13,1,4,3,3,0
28,13,2,1,1,4,0
28,13,3,4,2,4,1
28,13,4,0,0,0,0
28,14,1,4,1,1,0
28,14,2,2,2,2,0
28,14,3,1,3,4,0
28,14,4,0,0,0,1
28,15,1,3,3,1,1
28,15,2,1,2,2,0
28,15,3,3,1,3,0
28,15,4,0,0,0,0
28,16,1,3,2,2,1
28,16,2,4,2,4,0
28,16,3,2,3,3,0
28,16,4,0,0,0,0
28,17,1,1,1,3,0
28,17,2,2,3,1,0
28,17,3,1,1,4,1
28,17,4,0,0,0,0
29,0,1,1,3,4,1
29,0,2,4,2,2,0
29,0,3,2,1,3,0
29,0,4,0,0,0,0
29,1,1,2,1,3,0
29,1,2,3,2,2,1
29,1,3,1,3,4,0
29,1,4,0,0,0,0
29,3,1,4,2,1,1
29,3,2,1,1,3,0
29,3,3,3,3,2,0
29,3,4,0,0,0,0
29,4,1,1,3,4,0
29,4,2,2,2,1,1
29,4,3,2,1,2,0
29,4,4,0,0,0,0
29,5,1,4,3,1,0
29,5,2,4,1,2,0
29,5,3,3,2,4,0
29,5,4,0,0,0,1
29,6,1,1,3,4,0
29,6,2,2,2,3,0
29,6,3,3,1,3,0
29,6,4,0,0,0,1
29,7,1,2,1,4,0
29,7,2,1,2,3,1
29,7,3,4,3,1,0
29,7,4,0,0,0,0
29,8,1,4,1,4,0
29,8,2,3,2,2,0
29,8,3,3,3,3,1
29,8,4,0,0,0,0
29,9,1,2,3,3,1
29,9,2,1,1,1,0
29,9,3,1,2,2,0
29,9,4,0,0,0,0
29,10,1,4,1,2,0
29,10,2,3,2,4,0
29,10,3,1,1,1,1
29,10,4,0,0,0,0
29,11,1,4,2,3,0
29,11,2,3,1,1,0
29,11,3,2,3,4,0
29,11,4,0,0,0,1
29,12,1,4,3,3,0
29,12,2,2,2,2,0
29,12,3,1,2,4,0
29,12,4,0,0,0,1
29,13,1,3,3,1,0
29,13,2,2,1,3,0
29,13,3,2,3,2,0
29,13,4,0,0,0,1
29,14,1,4,1,1,0
29,14,2,1,3,2,0
29,14,3,4,2,1,0
29,14,4,0,0,0,1
29,15,1,1,1,3,0
29,15,2,2,2,4,0
29,15,3,3,3,4,0
29,15,4,0,0,0,1
29,16,1,4,3,2,0
29,16,2,3,1,4,0
29,16,3,3,2,3,1
29,16,4,0,0,0,0
29,17,1,1,3,2,0
29,17,2,4,2,4,0
29,17,3,2,1,1,0
29,17,4,0,0,0,1
30,0,1,1,3,4,0
30,0,2,4,2,2,1
30,0,3,2,1,3,0
30,0,4,0,0,0,0
30,1,1,2,1,3,1
30,1,2,3,2,2,0
30,1,3,1,3,4,0
30,1,4,0,0,0,0
30,3,1,1,1,1,0
30,3,2,3,2,3,1
30,3,3,4,3,4,0
30,3,4,0,0,0,0
30,4,1,2,1,3,0
30,4,2,3,3,2,0
30,4,3,4,2,1,0
30,4,4,0,0,0,1
30,5,1,1,3,2,0
30,5,2,2,2,2,1
30,5,3,3,1,4,0
30,5,4,0,0,0,0
30,6,1,4,2,4,1
30,6,2,1,3,3,0
30,6,3,2,1,2,0
30,6,4,0,0,0,0
30,7,1,1,1,4,1
30,7,2,2,3,1,0
30,7,3,1,2,1,0
30,7,4,0,0,0,0
30,8,1,2,2,1,0
30,8,2,4,3,3,0
30,8,3,3,1,3,1
30,8,4,0,0,0,0
30,9,1,3,1,2,0
30,9,2,1,2,4,0
30,9,3,4,3,1,1
30,9,4,0,0,0,0
30,10,1,3,3,4,0
30,10,2,4,1,1,0
30,10,3,2,2,3,1
30,10,4,0,0,0,0
30,11,1,4,1,4,0
30,11,2,3,2,2,0
30,11,3,2,3,3,1
30,11,4,0,0,0,0
30,12,1,1,2,2,0
30,12,2,2,2,4,1
30,12,3,3,1,1,0
30,12,4,0,0,0,0
30,13,1,1,3,3,0
30,13,2,4,3,2,0
30,13,3,4,1,3,1
30,13,4,0,0,0,0
30,14,1,1,2,3,0
30,14,2,2,3,1,1
30,14,3,3,3,4,0
30,14,4,0,0,0,0
30,15,1,2,2,2,0
30,15,2,3,2,4,0
30,15,3,4,1,2,0
30,15,4,0,0,0,1
30,16,1,1,1,4,0
30,16,2,4,3,2,0
30,16,3,1,1,1,0
30,16,4,0,0,0,1
30,17,1,3,3,3,0
30,17,2,2,1,2,0
30,17,3,3,2,1,1
30,17,4,0,0,0,0
31,0,1,1,3,4,1
31,0,2,4,2,2,0
31,0,3,2,1,3,0
31,0,4,0,0,0,0
31,1,1,2,1,3,0
31,1,2,3,2,2,0
31,1,3,1,3,4,1
31,1,4,0,0,0,0
31,3,1,4,2,3,0
31,3,2,3,1,2,0
31,3,3,3,3,4,0
31,3,4,0,0,0,1
31,4,1,1,3,2,0
31,4,2,1,1,1,0
31,4,3,2,2,4,1
31,4,4,0,0,0,0
31,5,1,4,2,1,0
31,5,2,2,3,3,0
31,5,3,3,1,3,0
31,5,4,0,0,0,1
